mois,trafic_escales,variation_trafic_pct,temps_moyen_bouee_h,temps_median_bouee_h,nombre_escales,variation_temps_bouee_pct,taux_occupation_global_pct,debit_escales_par_jour_occupe
2025-10,1,,3750.1,3750.1,1,,,
2025-11,1,0.0,1153.9,1153.9,1,-69.23015386256365,,
2025-12,20,1900.0,225.8565,61.3,20,-80.42668342144033,6.059139784923834,0.3194321206755377
2026-01,96,380.0,86.40536842105263,30.7,96,-61.74324475007245,62.580981182769555,0.2757717151433973
2026-02,78,-18.75,86.1848717948718,30.715000000000003,78,-0.255188572434939,61.911210317435504,0.2624726590981158
2026-03,98,25.64102564102564,96.6359793814433,41.1,98,12.126382935796599,64.85394265230174,0.2685936139935117
2026-04,86,-12.244897959183676,64.10523255813953,23.35,86,-33.66318324865091,64.00335648145254,0.2838392807091478
2026-05,84,-2.3255813953488413,76.53674698795182,26.18,84,19.39235524734686,58.038754480266206,0.27512206418752616
2026-06,51,-39.28571428571429,28.652800000000003,20.375,51,-62.56334227987186,26.01863425925926,0.33309460367169186
